id,driver_id,type,plate_number,brand,model,status
1405,user_03929,motorbike,15-J482533,Yamaha,Sirius,active
1406,user_03931,motorbike,61-I388956,Yamaha,Janus,active
1407,user_03934,motorbike,63-D350110,Yamaha,Sirius,active
1408,user_03935,motorbike,60-M546185,SYM,Galaxy,active
1409,user_03937,car,60-G905858,Toyota,Vios,active
1410,user_03938,motorbike,63-D375070,Honda,Winner X,active
1411,user_03939,motorbike,61-O287875,Honda,Wave Alpha,active
1412,user_03940,motorbike,61-G236104,SYM,Galaxy,active
1413,user_03942,motorbike,15-X569530,Honda,Air Blade,active
1414,user_03943,motorbike,60-A543744,Honda,SH Mode,active
1415,user_03944,car,62-D221116,Hyundai,Elantra,active
1416,user_03945,car,59-F617505,Hyundai,Elantra,active
1417,user_03947,car,62-L120314,Hyundai,Elantra,active
1418,user_03948,motorbike,54-T456524,SYM,Angel,active
1419,user_03951,motorbike,59-F667732,Honda,Winner X,active
1420,user_03952,motorbike,60-K445252,Yamaha,Exciter,active
1421,user_03953,motorbike,62-H569069,Yamaha,Grande,active
1422,user_03956,motorbike,63-O544588,Honda,Air Blade,active
1423,user_03960,motorbike,61-N113137,Honda,SH Mode,active
1424,user_03961,car,60-U674265,Kia,Cerato,active
1425,user_03966,motorbike,60-O068750,SYM,Elizabeth,active
1426,user_03969,car,54-O830462,Honda,CR-V,active
1427,user_03974,motorbike,61-K225358,Honda,Vision,active
1428,user_03983,car,62-J174185,Hyundai,Tucson,active
1429,user_03988,car,63-B238151,Honda,Civic,active
1430,user_03989,motorbike,59-W593375,SYM,Angel,active
1431,user_03990,motorbike,62-L426217,Yamaha,Janus,active
1432,user_03991,car,63-K402632,Honda,Accord,active
1433,user_03993,motorbike,54-Y033131,SYM,Attila,active
1434,user_03998,car,60-D736738,Toyota,Innova,active
1435,user_04000,motorbike,61-B249614,SYM,Galaxy,active
1436,user_04012,motorbike,59-Q613813,Honda,Vision,active
1437,user_04013,motorbike,62-Y787112,Honda,Air Blade,active
1438,user_04015,motorbike,61-O337952,SYM,Galaxy,active
1439,user_04018,motorbike,62-O260870,SYM,Attila,active
1440,user_04021,car,62-S448089,Honda,City,active
1441,user_04023,motorbike,59-C547190,Honda,SH Mode,active
1442,user_04027,motorbike,15-B638873,SYM,Galaxy,active
1443,user_04028,motorbike,62-U130416,Yamaha,Grande,active
1444,user_04031,motorbike,59-X780585,Yamaha,Nouvo,active
1445,user_04033,motorbike,61-W856580,SYM,Angel,active
1446,user_04034,motorbike,61-S327213,Honda,Wave Alpha,active
1447,user_04035,motorbike,62-B501646,SYM,Angel,active
1448,user_04037,motorbike,63-D099757,Yamaha,Exciter,active
1449,user_04043,motorbike,54-R360512,Honda,SH Mode,active
1450,user_04044,motorbike,59-D842093,SYM,Elizabeth,active
1451,user_04045,motorbike,15-P158897,SYM,Attila,active
1452,user_04046,motorbike,54-R659431,Yamaha,Sirius,active
1453,user_04047,motorbike,61-H708857,SYM,Angel,active
1454,user_04049,motorbike,59-L190710,Honda,Wave Alpha,active
1455,user_04052,motorbike,54-I044492,Honda,SH Mode,active
1456,user_04053,motorbike,54-F501743,Yamaha,Janus,active
1457,user_04054,motorbike,60-T946505,SYM,Elizabeth,active
1458,user_04055,motorbike,15-I866193,Honda,Vision,active
1459,user_04059,motorbike,54-E798782,Honda,SH Mode,active
1460,user_04063,motorbike,60-A463944,Yamaha,Nouvo,active
1461,user_04064,motorbike,63-Z756269,SYM,Attila,active
1462,user_04065,car,61-A031870,Honda,CR-V,active
1463,user_04068,motorbike,15-K344921,Honda,Wave Alpha,active
1464,user_04070,motorbike,61-G023260,Honda,Vision,active
1465,user_04071,motorbike,61-V883181,Honda,SH Mode,active
1466,user_04073,motorbike,61-D662799,Honda,Air Blade,active
1467,user_04074,motorbike,62-W534079,Yamaha,Exciter,active
1468,user_04075,car,63-L376151,Mazda,Mazda6,active
1469,user_04079,motorbike,15-W070332,Yamaha,Sirius,active
1470,user_04081,motorbike,54-X344904,SYM,Galaxy,active
1471,user_04085,car,59-P375612,Honda,City,active
1472,user_04086,motorbike,60-E784756,Yamaha,Sirius,active
1473,user_04090,car,63-D457533,Mazda,Mazda6,active
1474,user_04091,motorbike,54-T061299,Honda,Wave Alpha,active
1475,user_04092,motorbike,59-I374050,Yamaha,Nouvo,active
1476,user_04095,motorbike,54-P897073,Honda,Wave Alpha,active
1477,user_04097,motorbike,61-O741302,SYM,Angel,active
1478,user_04099,motorbike,61-Z660002,Yamaha,Janus,active
1479,user_04100,motorbike,15-F856006,Yamaha,Exciter,active
1480,user_04109,motorbike,62-E183825,SYM,Attila,active
1481,user_04111,motorbike,63-P932091,Honda,Vision,active
1482,user_04112,motorbike,63-X410710,Yamaha,Nouvo,active
1483,user_04114,motorbike,60-F962796,Honda,SH Mode,active
1484,user_04120,motorbike,54-S886763,SYM,Angel,active
1485,user_04121,motorbike,62-S820503,Honda,Air Blade,active
1486,user_04122,motorbike,54-J809522,Honda,Future Neo,active
1487,user_04123,car,61-T754948,Kia,Morning,active
1488,user_04128,motorbike,61-K915957,SYM,Angel,active
1489,user_04129,motorbike,60-K611321,Yamaha,Janus,active
1490,user_04133,motorbike,61-S664350,SYM,Elizabeth,active
1491,user_04134,car,59-G260697,Hyundai,Accent,active
1492,user_04137,motorbike,15-I832412,Yamaha,Janus,active
1493,user_04138,motorbike,61-N092932,Yamaha,Sirius,active
1494,user_04142,motorbike,15-U359378,Honda,Vision,active
1495,user_04145,motorbike,15-V548644,SYM,Galaxy,active
1496,user_04146,motorbike,15-J564858,SYM,Elizabeth,active
1497,user_04152,motorbike,15-R384916,Yamaha,Janus,active
1498,user_04154,motorbike,63-O485228,Honda,Air Blade,active
1499,user_04156,motorbike,15-H085101,Honda,Winner X,active
1500,user_04157,motorbike,62-M109631,Yamaha,Janus,active
1501,user_04161,motorbike,62-P992399,Honda,Wave Alpha,active
1502,user_04164,motorbike,54-G036577,SYM,Attila,active
1503,user_04167,motorbike,63-X726034,Honda,Future Neo,active
1504,user_04168,motorbike,63-H909764,SYM,Galaxy,active
1505,user_04170,motorbike,15-G730916,Honda,Future Neo,active
1506,user_04171,motorbike,54-G071970,SYM,Elizabeth,active
1507,user_04172,motorbike,60-V824752,SYM,Elizabeth,active
1508,user_04173,motorbike,60-V449130,SYM,Elizabeth,active
1509,user_04175,motorbike,59-K276283,Yamaha,Exciter,active
1510,user_04176,car,62-V889360,Toyota,Vios,active
1511,user_04177,motorbike,61-L370150,SYM,Elizabeth,active
1512,user_04183,motorbike,63-D749404,Honda,Vision,active
1513,user_04186,motorbike,62-Z461928,Honda,Air Blade,active
1514,user_04192,motorbike,62-H120268,SYM,Galaxy,active
1515,user_04196,motorbike,15-S419988,SYM,Attila,active
1516,user_04202,motorbike,63-K932769,Honda,Winner X,active
1517,user_04204,motorbike,62-F413913,Honda,Winner X,active
1518,user_04205,motorbike,62-L331633,Honda,Vision,active
1519,user_04210,motorbike,15-F419942,Honda,Vision,active
1520,user_04213,motorbike,60-C692056,SYM,Angel,active
1521,user_04214,motorbike,61-B751237,Honda,SH Mode,active
1522,user_04217,motorbike,62-L191032,SYM,Angel,active
1523,user_04219,motorbike,54-F026800,Yamaha,Nouvo,active
1524,user_04220,motorbike,15-M521406,Yamaha,Grande,active
1525,user_04222,motorbike,59-P327514,Yamaha,Janus,active
1526,user_04228,car,59-C177318,Kia,Sorento,active
1527,user_04229,motorbike,54-P544909,Yamaha,Sirius,active
1528,user_04230,motorbike,15-N926213,SYM,Angel,active
1529,user_04232,motorbike,59-I452250,Yamaha,Nouvo,active
1530,user_04244,motorbike,62-M961427,SYM,Galaxy,active
1531,user_04247,motorbike,63-S169117,Honda,Future Neo,active
1532,user_04248,motorbike,60-I898547,SYM,Elizabeth,active
1533,user_04255,motorbike,59-D137457,Honda,Winner X,active
1534,user_04258,motorbike,60-J566862,Yamaha,Exciter,active
1535,user_04261,motorbike,60-Z243130,Yamaha,Exciter,active
1536,user_04262,motorbike,62-I557322,Yamaha,Janus,active
1537,user_04264,motorbike,59-Q052899,Yamaha,Janus,active
1538,user_04266,motorbike,59-Q143215,Honda,Air Blade,active
1539,user_04269,motorbike,59-K187711,Honda,Future Neo,active
1540,user_04271,motorbike,60-T992206,Yamaha,Janus,active
1541,user_04272,motorbike,61-L899489,Honda,Winner X,active
1542,user_04274,motorbike,59-N023014,Yamaha,Exciter,active
1543,user_04277,motorbike,63-Q167363,Yamaha,Exciter,active
1544,user_04279,motorbike,59-A582050,SYM,Attila,active
1545,user_04282,motorbike,54-Q294604,SYM,Elizabeth,active
1546,user_04286,car,63-U992697,Kia,Sportage,active
1547,user_04295,motorbike,60-Q934443,Yamaha,Sirius,active
1548,user_04303,motorbike,62-U761405,Honda,Vision,active
1549,user_04304,motorbike,59-O839270,Honda,Future Neo,active
1550,user_04305,motorbike,60-Q545656,Yamaha,Exciter,active
1551,user_04310,motorbike,15-N427181,Honda,Wave Alpha,active
1552,user_04311,motorbike,59-S705873,SYM,Attila,active
1553,user_04314,motorbike,54-V134821,Yamaha,Janus,active
1554,user_04315,car,62-E621810,Mazda,CX-8,active
1555,user_04320,motorbike,15-O858526,SYM,Angel,active
1556,user_04321,motorbike,62-L963047,Yamaha,Sirius,active
1557,user_04324,motorbike,54-U166048,Yamaha,Grande,active
1558,user_04325,car,54-R701309,Mazda,CX-5,active
1559,user_04327,motorbike,61-L216120,SYM,Attila,active
1560,user_04328,motorbike,60-L507972,Honda,Air Blade,active
1561,user_04332,motorbike,62-M888902,Yamaha,Exciter,active
1562,user_04337,motorbike,15-K882811,Yamaha,Sirius,active
1563,user_04339,motorbike,63-Z195180,Yamaha,Janus,active
1564,user_04340,motorbike,60-X185599,SYM,Galaxy,active
1565,user_04348,motorbike,60-L477122,Honda,Wave Alpha,active
1566,user_04349,car,59-V681828,Mazda,Mazda6,active
1567,user_04350,motorbike,63-D655073,SYM,Elizabeth,active
1568,user_04353,motorbike,62-X100285,SYM,Angel,active
1569,user_04356,motorbike,59-O702037,Yamaha,Sirius,active
1570,user_04358,motorbike,59-K960709,Yamaha,Exciter,active
1571,user_04360,motorbike,63-E249383,Yamaha,Janus,active
1572,user_04363,motorbike,59-A667458,SYM,Angel,active
1573,user_04364,motorbike,60-E619087,Honda,Vision,active
1574,user_04366,motorbike,59-P411919,Honda,Wave Alpha,active
1575,user_04367,motorbike,62-R407286,Yamaha,Sirius,active
1576,user_04369,motorbike,63-P000261,SYM,Galaxy,active
1577,user_04370,motorbike,63-V485908,SYM,Angel,active
1578,user_04372,motorbike,61-J001564,Yamaha,Nouvo,active
1579,user_04376,motorbike,61-F884471,Yamaha,Sirius,active
1580,user_04379,motorbike,63-E870226,Honda,Vision,active
1581,user_04382,motorbike,62-T666920,Honda,Wave Alpha,active
1582,user_04389,motorbike,59-Q390485,SYM,Galaxy,active
1583,user_04391,motorbike,15-X742636,SYM,Angel,active
1584,user_04392,motorbike,61-D617362,SYM,Attila,active
1585,user_04396,motorbike,63-F711516,Honda,Wave Alpha,active
1586,user_04397,motorbike,60-L696211,Yamaha,Exciter,active
1587,user_04398,motorbike,15-G184908,Honda,SH Mode,active
1588,user_04404,motorbike,61-C651413,Honda,Air Blade,active
1589,user_04412,motorbike,59-W583464,Yamaha,Sirius,active
1590,user_04414,motorbike,60-V981944,Honda,SH Mode,active
1591,user_04416,motorbike,62-M846388,Honda,Air Blade,active
1592,user_04417,motorbike,63-F576010,Yamaha,Janus,active
1593,user_04421,motorbike,59-J764766,SYM,Elizabeth,active
1594,user_04423,car,63-T619677,Mazda,Mazda6,active
1595,user_04426,car,61-A984429,Hyundai,Tucson,active
1596,user_04428,motorbike,60-O016137,Honda,Future Neo,active
1597,user_04429,car,63-O331504,Kia,Sorento,active
1598,user_04433,motorbike,61-P264958,SYM,Elizabeth,active
1599,user_04436,motorbike,59-T996149,Yamaha,Exciter,active
1600,user_04437,car,60-X009349,Hyundai,Santa Fe,active
1601,user_04440,motorbike,61-F063466,SYM,Attila,active
1602,user_04443,motorbike,61-L924499,SYM,Attila,active
1603,user_04444,car,54-H226604,Mazda,Mazda3,active
1604,user_04454,car,15-A202566,Honda,Accord,active
1605,user_04457,motorbike,61-C702296,Honda,Winner X,active
1606,user_04461,car,15-G628693,Kia,Sorento,active
1607,user_04462,motorbike,54-Y391419,Honda,Wave Alpha,active
1608,user_04465,motorbike,61-A621159,SYM,Elizabeth,active
1609,user_04467,motorbike,59-A127678,Yamaha,Grande,active
1610,user_04469,motorbike,15-R340661,Honda,Future Neo,active
1611,user_04471,motorbike,62-H365106,Honda,Vision,active
1612,user_04473,motorbike,59-B507329,SYM,Attila,active
1613,user_04475,car,63-G457391,Honda,City,active
1614,user_04479,motorbike,61-V111550,Yamaha,Janus,active
1615,user_04480,motorbike,60-P652829,Yamaha,Grande,active
1616,user_04481,car,15-J052205,Toyota,Fortuner,active
1617,user_04483,motorbike,63-E638524,Yamaha,Sirius,active
1618,user_04485,motorbike,63-R961929,Yamaha,Grande,active
1619,user_04486,motorbike,60-E028414,Yamaha,Nouvo,active
1620,user_04488,motorbike,61-B647078,Honda,Vision,active
1621,user_04489,motorbike,59-P103539,SYM,Galaxy,active
1622,user_04490,motorbike,15-I489637,Honda,Wave Alpha,active
1623,user_04492,motorbike,60-H979506,Yamaha,Nouvo,active
1624,user_04495,motorbike,60-F463095,SYM,Attila,active
1625,user_04501,car,61-T640695,Hyundai,Tucson,active
1626,user_04505,motorbike,63-Y327279,SYM,Galaxy,active
1627,user_04507,motorbike,62-E594386,Honda,SH Mode,active
1628,user_04508,motorbike,54-I289740,Honda,Winner X,active
1629,user_04510,motorbike,62-U450322,SYM,Attila,active
1630,user_04511,car,15-G274213,Kia,Morning,active
1631,user_04512,motorbike,15-V380191,Honda,Wave Alpha,active
1632,user_04516,motorbike,59-J123149,Yamaha,Janus,active
1633,user_04520,motorbike,54-V992704,SYM,Elizabeth,active
1634,user_04521,motorbike,61-X303360,Yamaha,Sirius,active
1635,user_04522,motorbike,59-J290501,Honda,Wave Alpha,active
1636,user_04526,motorbike,15-D470759,Honda,SH Mode,active
1637,user_04531,car,62-H832051,Kia,Morning,active
1638,user_04539,motorbike,63-B031969,SYM,Elizabeth,active
1639,user_04540,motorbike,54-Q634028,SYM,Angel,active
1640,user_04542,motorbike,59-F495070,Honda,Winner X,active
1641,user_04545,car,54-W941434,Honda,City,active
1642,user_04547,car,60-D454139,Mazda,Mazda3,active
1643,user_04548,motorbike,63-I524006,Honda,SH Mode,active
1644,user_04549,motorbike,63-T068819,Honda,Winner X,active
1645,user_04552,motorbike,61-A073798,Honda,Vision,active
1646,user_04555,motorbike,59-N762487,SYM,Attila,active
1647,user_04556,motorbike,61-S704153,SYM,Galaxy,active
1648,user_04559,motorbike,62-F818946,Honda,Winner X,active
1649,user_04564,motorbike,60-L269864,SYM,Attila,active
1650,user_04568,motorbike,60-D234658,Yamaha,Janus,active
1651,user_04571,motorbike,15-C252444,SYM,Angel,active
1652,user_04572,motorbike,59-A217522,Honda,Wave Alpha,active
1653,user_04574,motorbike,15-O282188,Yamaha,Sirius,active
1654,user_04576,car,15-D770369,Toyota,Vios,active
1655,user_04580,car,60-D920140,Mazda,Mazda3,active
1656,user_04581,motorbike,15-X142766,Yamaha,Janus,active
1657,user_04582,car,61-J487031,Toyota,Altis,active
1658,user_04586,car,61-T302129,Kia,Sportage,active
1659,user_04589,motorbike,59-S027934,Honda,Winner X,active
1660,user_04595,motorbike,60-K389562,Honda,Air Blade,active
1661,user_04598,motorbike,61-L269510,Yamaha,Janus,active
1662,user_04599,motorbike,62-A155272,Yamaha,Nouvo,active
1663,user_04603,motorbike,59-R154308,Honda,Vision,active
1664,user_04606,motorbike,61-Y343948,Honda,Future Neo,active
1665,user_04608,motorbike,62-X379352,Yamaha,Nouvo,active
1666,user_04611,car,62-P802086,Toyota,Altis,active
1667,user_04612,motorbike,62-A015954,Yamaha,Sirius,active
1668,user_04614,motorbike,60-M833739,Yamaha,Nouvo,active
1669,user_04617,motorbike,54-C001316,Honda,Future Neo,active
1670,user_04619,motorbike,63-V584914,Honda,Air Blade,active
1671,user_04624,motorbike,60-C844778,Honda,Winner X,active
1672,user_04634,car,60-F490548,Toyota,Fortuner,active
1673,user_04635,motorbike,15-E711257,SYM,Angel,active
1674,user_04637,motorbike,60-T964458,Honda,Future Neo,active
1675,user_04640,car,62-H173066,Mazda,Mazda3,active
1676,user_04642,motorbike,61-C553226,Yamaha,Grande,active
1677,user_04644,motorbike,61-K185545,SYM,Angel,active
1678,user_04645,car,54-V520508,Kia,Sorento,active
1679,user_04646,motorbike,59-A256524,Yamaha,Sirius,active
1680,user_04650,motorbike,54-Q702068,Honda,Air Blade,active
1681,user_04657,car,60-V273368,Honda,Accord,active
1682,user_04659,motorbike,62-E096262,Honda,Future Neo,active
1683,user_04663,motorbike,59-N981771,SYM,Galaxy,active
1684,user_04668,motorbike,61-S555171,Honda,Vision,active
1685,user_04671,car,62-D745598,Hyundai,Elantra,active
1686,user_04673,car,63-Q689773,Kia,Morning,active
1687,user_04678,motorbike,59-R160859,Honda,Future Neo,active
1688,user_04679,motorbike,61-M944376,Yamaha,Sirius,active
1689,user_04680,motorbike,61-L981978,SYM,Elizabeth,active
1690,user_04681,motorbike,61-G275100,SYM,Elizabeth,active
1691,user_04682,motorbike,61-J284534,Honda,Vision,active
1692,user_04683,motorbike,15-P951023,Yamaha,Nouvo,active
1693,user_04684,motorbike,63-P236994,Honda,Winner X,active
1694,user_04685,motorbike,15-R372321,SYM,Angel,active
1695,user_04688,motorbike,62-I458758,Honda,SH Mode,active
1696,user_04690,car,54-F946602,Mazda,CX-8,active
1697,user_04692,motorbike,54-J512937,Honda,Vision,active
1698,user_04693,motorbike,60-Z126352,Honda,Wave Alpha,active
1699,user_04694,car,15-Q856589,Honda,City,active
1700,user_04707,motorbike,60-M179892,Yamaha,Exciter,active
1701,user_04713,motorbike,54-X084100,Honda,Wave Alpha,active
1702,user_04714,motorbike,63-H129600,SYM,Angel,active
1703,user_04717,motorbike,59-Q633625,Yamaha,Grande,active
1704,user_04719,motorbike,59-F319304,Honda,Vision,active
1705,user_04720,motorbike,60-X133419,Honda,Future Neo,active
1706,user_04721,motorbike,60-B759716,Yamaha,Nouvo,active
1707,user_04724,car,59-T389406,Hyundai,Elantra,active
1708,user_04726,motorbike,54-G434081,SYM,Galaxy,active
1709,user_04727,car,60-B579826,Toyota,Altis,active
1710,user_04731,motorbike,62-W181754,SYM,Elizabeth,active
1711,user_04732,motorbike,54-B701240,Honda,SH Mode,active
1712,user_04737,motorbike,62-C008556,Yamaha,Sirius,active
1713,user_04739,motorbike,54-C306285,Honda,Winner X,active
1714,user_04743,motorbike,62-F627242,SYM,Elizabeth,active
1715,user_04745,motorbike,54-S819528,SYM,Angel,active
1716,user_04748,motorbike,15-N646728,SYM,Angel,active
1717,user_04750,motorbike,15-Q108979,SYM,Angel,active
1718,user_04751,motorbike,61-L741303,Honda,SH Mode,active
1719,user_04753,motorbike,60-Y955516,Yamaha,Sirius,active
1720,user_04755,car,59-T466454,Kia,Sportage,active
1721,user_04764,motorbike,62-O591880,Yamaha,Grande,active
1722,user_04765,car,60-V067450,Hyundai,Elantra,active
1723,user_04769,motorbike,15-R809875,Honda,SH Mode,active
1724,user_04771,car,60-I356826,Hyundai,Elantra,active
1725,user_04773,car,62-D419274,Mazda,Mazda6,active
1726,user_04774,motorbike,59-A964966,Honda,Air Blade,active
1727,user_04778,motorbike,62-S146760,SYM,Galaxy,active
1728,user_04780,motorbike,60-D387917,Honda,Winner X,active
1729,user_04783,car,15-O384437,Honda,Civic,active
1730,user_04784,motorbike,60-J047919,Yamaha,Nouvo,active
1731,user_04795,motorbike,59-F707580,Yamaha,Nouvo,active
1732,user_04796,motorbike,54-Y157713,Yamaha,Exciter,active
1733,user_04799,motorbike,60-A403688,Yamaha,Grande,active
1734,user_04803,motorbike,62-I209152,Yamaha,Janus,active
1735,user_04807,motorbike,63-C163077,Honda,SH Mode,active
1736,user_04808,motorbike,61-Z773886,Yamaha,Nouvo,active
1737,user_04813,motorbike,59-N024127,Honda,Wave Alpha,active
1738,user_04814,car,54-X762276,Mazda,Mazda3,active
1739,user_04818,motorbike,59-A340446,Honda,Wave Alpha,active
1740,user_04824,car,60-S277936,Kia,Morning,active
1741,user_04827,motorbike,60-H931408,SYM,Galaxy,active
1742,user_04829,motorbike,63-K076742,Honda,Winner X,active
1743,user_04833,motorbike,60-J423974,Yamaha,Sirius,active
1744,user_04835,motorbike,15-N521976,Yamaha,Exciter,active
1745,user_04838,motorbike,61-A292748,Honda,Vision,active
1746,user_04840,motorbike,59-Y038241,Yamaha,Sirius,active
1747,user_04841,motorbike,62-Z146082,SYM,Angel,active
1748,user_04842,motorbike,15-O909599,SYM,Elizabeth,active
1749,user_04846,motorbike,63-K724276,Yamaha,Janus,active
1750,user_04848,motorbike,63-Z046966,Yamaha,Sirius,active
1751,user_04849,motorbike,63-L033982,Honda,Winner X,active
1752,user_04851,motorbike,15-U480350,Yamaha,Nouvo,active
1753,user_04853,motorbike,62-J514060,Yamaha,Grande,active
1754,user_04855,car,60-O181109,Kia,Sportage,active
1755,user_04857,motorbike,59-G144553,Yamaha,Nouvo,active
1756,user_04858,motorbike,60-V634388,Yamaha,Janus,active
1757,user_04864,car,54-J892798,Toyota,Innova,active
1758,user_04868,motorbike,62-F956183,SYM,Elizabeth,active
1759,user_04873,motorbike,61-J176865,Honda,Future Neo,active
1760,user_04878,motorbike,60-E078952,SYM,Attila,active
1761,user_04881,car,61-N826306,Honda,City,active
1762,user_04882,car,54-E339484,Honda,Civic,active
1763,user_04883,motorbike,60-T839859,SYM,Attila,active
1764,user_04885,motorbike,61-W066122,Yamaha,Grande,active
1765,user_04892,car,61-T567481,Kia,Morning,active
1766,user_04897,motorbike,61-J204430,SYM,Elizabeth,active
1767,user_04899,motorbike,63-E817079,Honda,Future Neo,active
1768,user_04902,motorbike,61-T100290,SYM,Elizabeth,active
1769,user_04907,motorbike,61-I075802,Yamaha,Grande,active
1770,user_04908,motorbike,15-F048216,Honda,SH Mode,active
1771,user_04912,motorbike,60-A810698,Honda,Winner X,active
1772,user_04915,motorbike,61-N792046,Honda,Wave Alpha,active
1773,user_04920,motorbike,15-Z493158,SYM,Angel,active
1774,user_04922,motorbike,63-Y341737,SYM,Angel,active
1775,user_04923,car,60-G303608,Mazda,CX-5,active
1776,user_04927,motorbike,62-U511786,SYM,Galaxy,active
1777,user_04930,motorbike,61-J446454,Yamaha,Grande,active
1778,user_04932,motorbike,15-S167009,Honda,Winner X,active
1779,user_04933,car,15-S649066,Hyundai,Elantra,active
1780,user_04934,motorbike,15-T266682,Honda,SH Mode,active
1781,user_04940,motorbike,61-F173320,SYM,Elizabeth,active
1782,user_04942,motorbike,61-K698496,Honda,Wave Alpha,active
1783,user_04943,motorbike,63-B779360,SYM,Attila,active
1784,user_04945,motorbike,54-Z170160,Honda,Air Blade,active
1785,user_04947,car,61-W413170,Kia,Morning,active
1786,user_04948,car,59-C788950,Kia,Sportage,active
1787,user_04949,motorbike,63-A105607,Yamaha,Janus,active
1788,user_04951,motorbike,62-Q358421,SYM,Attila,active
1789,user_04955,motorbike,60-R701373,Honda,Vision,active
1790,user_04956,motorbike,62-J447417,Yamaha,Janus,active
1791,user_04958,motorbike,59-M153755,Yamaha,Sirius,active
1792,user_04959,motorbike,63-I838105,Honda,SH Mode,active
1793,user_04960,motorbike,60-B510707,Yamaha,Nouvo,active
1794,user_04962,motorbike,62-D195038,Yamaha,Sirius,active
1795,user_04964,motorbike,60-B042994,Honda,Air Blade,active
1796,user_04965,motorbike,59-M482500,Yamaha,Nouvo,active
1797,user_04970,motorbike,62-D705205,Yamaha,Sirius,active
1798,user_04973,motorbike,54-F168580,Yamaha,Grande,active
1799,user_04974,car,62-K221547,Hyundai,Elantra,active
1800,user_04975,motorbike,15-A112978,Yamaha,Janus,active
1801,user_04978,motorbike,54-F496528,Yamaha,Grande,active
1802,user_04980,motorbike,60-W354380,Yamaha,Nouvo,active
1803,user_04983,motorbike,63-I949633,Honda,Winner X,active
1804,user_04985,motorbike,59-X006945,Yamaha,Janus,active
1805,user_04989,motorbike,59-U455226,Yamaha,Grande,active
1806,user_04992,motorbike,62-I250983,Honda,Winner X,active
1807,user_04993,motorbike,54-Y287442,SYM,Galaxy,active
1808,user_04998,car,59-W974902,Honda,Civic,active
1809,user_04999,motorbike,61-N924702,SYM,Elizabeth,active
1810,user_05002,motorbike,63-W436549,SYM,Elizabeth,active
1811,user_05004,motorbike,63-S412412,Honda,Air Blade,active
1812,user_05008,car,60-V810267,Kia,Cerato,active
1813,user_05010,motorbike,62-U343349,Honda,Future Neo,active
1814,user_05012,car,60-K696320,Hyundai,Elantra,active
1815,user_05025,motorbike,62-X184929,Honda,Vision,active
1816,user_05027,car,15-J936604,Toyota,Fortuner,active
1817,user_05029,motorbike,63-K782789,Honda,Air Blade,active
1818,user_05030,car,61-P574085,Mazda,CX-5,active
1819,user_05031,car,60-T622676,Mazda,CX-5,active
1820,user_05033,motorbike,60-B437786,Honda,Wave Alpha,active
1821,user_05036,motorbike,62-M993594,SYM,Angel,active
1822,user_05039,motorbike,59-S239153,SYM,Galaxy,active
1823,user_05040,motorbike,63-Y365586,Honda,SH Mode,active
1824,user_05042,motorbike,59-G969271,Yamaha,Sirius,active
1825,user_05043,motorbike,15-P528080,SYM,Elizabeth,active
1826,user_05047,motorbike,15-L781816,Yamaha,Janus,active
1827,user_05052,car,54-V019442,Hyundai,Santa Fe,active
1828,user_05055,motorbike,63-M560076,Honda,Air Blade,active
1829,user_05061,motorbike,15-P039449,Honda,Vision,active
1830,user_05064,motorbike,63-R261040,Honda,Future Neo,active
1831,user_05066,motorbike,62-X081333,Honda,SH Mode,active
1832,user_05069,car,61-Y939457,Kia,Morning,active
1833,user_05070,motorbike,61-C951676,Honda,SH Mode,active
1834,user_05073,motorbike,60-C569224,SYM,Attila,active
1835,user_05084,motorbike,15-Y610908,Yamaha,Nouvo,active
1836,user_05086,motorbike,63-R785166,Yamaha,Janus,active
1837,user_05089,motorbike,60-F433007,SYM,Elizabeth,active
1838,user_05090,car,15-M718592,Hyundai,Elantra,active
1839,user_05091,car,54-P001304,Mazda,CX-8,active
1840,user_05092,car,60-Q606648,Hyundai,Accent,active
1841,user_05093,motorbike,63-K688256,Honda,Vision,active
1842,user_05099,motorbike,15-B391675,SYM,Elizabeth,active
1843,user_05101,motorbike,63-W831961,Honda,Air Blade,active
1844,user_05102,motorbike,54-S991349,Yamaha,Nouvo,active
1845,user_05104,car,61-D849296,Honda,Civic,active
1846,user_05106,motorbike,60-X418385,Yamaha,Grande,active
1847,user_05107,motorbike,61-H507392,Yamaha,Nouvo,active
1848,user_05109,motorbike,15-U608110,Yamaha,Grande,active
1849,user_05110,motorbike,15-D686027,Yamaha,Sirius,active
1850,user_05111,car,15-Z420136,Mazda,CX-8,active
1851,user_05113,motorbike,62-K243925,Yamaha,Sirius,active
1852,user_05114,motorbike,61-H651767,SYM,Elizabeth,active
1853,user_05122,motorbike,15-T944635,Honda,SH Mode,active
1854,user_05125,car,60-U861963,Mazda,Mazda6,active
1855,user_05132,motorbike,54-R820201,Yamaha,Janus,active
1856,user_05133,motorbike,15-F790134,Yamaha,Grande,active
1857,user_05137,motorbike,61-N760245,SYM,Attila,active
1858,user_05140,motorbike,61-K297203,SYM,Elizabeth,active
1859,user_05142,motorbike,60-K477881,Honda,SH Mode,active
1860,user_05144,motorbike,62-U956864,SYM,Galaxy,active
1861,user_05145,motorbike,60-U334073,Honda,SH Mode,active
1862,user_05153,motorbike,61-X836417,Yamaha,Exciter,active
